path_uid,from_node,to_node,path_id,node_index,node_id,offset_time
IN2__P5__path_1,IN2,P5,path_1,1,P5,5.973
IN2__P6__path_1,IN2,P6,path_1,0,IN2,0.0
IN2__P6__path_1,IN2,P6,path_1,1,P6,8.48
IN2__P7__path_1,IN2,P7,path_1,0,IN2,0.0
IN2__P7__path_1,IN2,P7,path_1,1,P7,9.443
IN2__P8__path_1,IN2,P8,path_1,0,IN2,0.0
IN2__P8__path_1,IN2,P8,path_1,1,P8,10.128
IN2__P9__path_1,IN2,P9,path_1,0,IN2,0.0
IN2__P9__path_1,IN2,P9,path_1,1,P9,6.738
IN2__SORT1__path_1,IN2,SORT1,path_1,0,IN2,0.0
IN2__SORT1__path_1,IN2,SORT1,path_1,1,SORT1,10.86
IN2__SORT2__path_1,IN2,SORT2,path_1,0,IN2,0.0
IN2__SORT2__path_1,IN2,SORT2,path_1,1,SORT2,10.673
IN2__OUT1__path_1,IN2,OUT1,path_1,0,IN2,0.0
IN2__OUT1__path_1,IN2,OUT1,path_1,1,OUT1,13.243
IN2__OUT2__path_1,IN2,OUT2,path_1,0,IN2,0.0
IN2__OUT2__path_1,IN2,OUT2,path_1,1,OUT2,12.414
IN2__CHG1__path_1,IN2,CHG1,path_1,0,IN2,0.0
IN2__CHG1__path_1,IN2,CHG1,path_1,1,CHG1,5.314
IN2__CHG2__path_1,IN2,CHG2,path_1,0,IN2,0.0
IN2__CHG2__path_1,IN2,CHG2,path_1,1,CHG2,11.733
P1__IN1__path_1,P1,IN1,path_1,0,P1,0.0
P1__IN1__path_1,P1,IN1,path_1,1,IN1,3.141
P1__IN2__path_1,P1,IN2,path_1,0,P1,0.0
P1__IN2__path_1,P1,IN2,path_1,1,IN2,5.284
P1__P2__path_1,P1,P2,path_1,0,P1,0.0
P1__P2__path_1,P1,P2,path_1,1,P2,3.6
P1__P3__path_1,P1,P3,path_1,0,P1,0.0
P1__P3__path_1,P1,P3,path_1,1,P3,4.549
P1__P4__path_1,P1,P4,path_1,0,P1,0.0
P1__P4__path_1,P1,P4,path_1,1,P4,2.89
P1__P5__path_1,P1,P5,path_1,0,P1,0.0
P1__P5__path_1,P1,P5,path_1,1,P5,4.956
P1__P6__path_1,P1,P6,path_1,0,P1,0.0
P1__P6__path_1,P1,P6,path_1,1,P6,8.053
P1__P7__path_1,P1,P7,path_1,0,P1,0.0
P1__P7__path_1,P1,P7,path_1,1,P7,4.949
P1__P8__path_1,P1,P8,path_1,0,P1,0.0
P1__P8__path_1,P1,P8,path_1,1,P8,7.824
P1__P9__path_1,P1,P9,path_1,0,P1,0.0
P1__P9__path_1,P1,P9,path_1,1,P9,5.97
P1__SORT1__path_1,P1,SORT1,path_1,0,P1,0.0
P1__SORT1__path_1,P1,SORT1,path_1,1,SORT1,8.038
P1__SORT2__path_1,P1,SORT2,path_1,0,P1,0.0
P1__SORT2__path_1,P1,SORT2,path_1,1,SORT2,9.656
P1__OUT1__path_1,P1,OUT1,path_1,0,P1,0.0
P1__OUT1__path_1,P1,OUT1,path_1,1,OUT1,10.021
P1__OUT2__path_1,P1,OUT2,path_1,0,P1,0.0
P1__OUT2__path_1,P1,OUT2,path_1,1,OUT2,10.85
P1__CHG1__path_1,P1,CHG1,path_1,0,P1,0.0
P1__CHG1__path_1,P1,CHG1,path_1,1,CHG1,2.473
P1__CHG2__path_1,P1,CHG2,path_1,0,P1,0.0
P1__CHG2__path_1,P1,CHG2,path_1,1,CHG2,6.566
P2__IN1__path_1,P2,IN1,path_1,0,P2,0.0
P2__IN1__path_1,P2,IN1,path_1,1,IN1,5.687
P2__IN2__path_1,P2,IN2,path_1,0,P2,0.0
P2__IN2__path_1,P2,IN2,path_1,1,IN2,5.728
P2__P1__path_1,P2,P1,path_1,0,P2,0.0
P2__P1__path_1,P2,P1,path_1,1,P1,3.6
P2__P3__path_1,P2,P3,path_1,0,P2,0.0
P2__P3__path_1,P2,P3,path_1,1,P3,3.149
P2__P4__path_1,P2,P4,path_1,0,P2,0.0
P2__P4__path_1,P2,P4,path_1,1,P4,1.29
P2__P5__path_1,P2,P5,path_1,0,P2,0.0
P2__P5__path_1,P2,P5,path_1,1,P5,2.531
P2__P6__path_1,P2,P6,path_1,0,P2,0.0
P2__P6__path_1,P2,P6,path_1,1,P6,5.687
P2__P7__path_1,P2,P7,path_1,0,P2,0.0
P2__P7__path_1,P2,P7,path_1,1,P7,4.314
P2__P8__path_1,P2,P8,path_1,0,P2,0.0
P2__P8__path_1,P2,P8,path_1,1,P8,6.297
P2__P9__path_1,P2,P9,path_1,0,P2,0.0
P2__P9__path_1,P2,P9,path_1,1,P9,3.546
P2__SORT1__path_1,P2,SORT1,path_1,0,P2,0.0
P2__SORT1__path_1,P2,SORT1,path_1,1,SORT1,7.028
P2__SORT2__path_1,P2,SORT2,path_1,0,P2,0.0
P2__SORT2__path_1,P2,SORT2,path_1,1,SORT2,7.173
P2__OUT1__path_1,P2,OUT1,path_1,0,P2,0.0
P2__OUT1__path_1,P2,OUT1,path_1,1,OUT1,9.411
P2__OUT2__path_1,P2,OUT2,path_1,0,P2,0.0
P2__OUT2__path_1,P2,OUT2,path_1,1,OUT2,8.831
P2__CHG1__path_1,P2,CHG1,path_1,0,P2,0.0
P2__CHG1__path_1,P2,CHG1,path_1,1,CHG1,5.366
P2__CHG2__path_1,P2,CHG2,path_1,0,P2,0.0
P2__CHG2__path_1,P2,CHG2,path_1,1,CHG2,6.238
P3__IN1__path_1,P3,IN1,path_1,0,P3,0.0
P3__IN1__path_1,P3,IN1,path_1,1,IN1,5.733
P3__IN2__path_1,P3,IN2,path_1,0,P3,0.0
P3__IN2__path_1,P3,IN2,path_1,1,IN2,3.824
P3__P1__path_1,P3,P1,path_1,0,P3,0.0
P3__P1__path_1,P3,P1,path_1,1,P1,4.549
P3__P2__path_1,P3,P2,path_1,0,P3,0.0
P3__P2__path_1,P3,P2,path_1,1,P2,3.149
P3__P4__path_1,P3,P4,path_1,0,P3,0.0
P3__P4__path_1,P3,P4,path_1,1,P4,4.438
P3__P5__path_1,P3,P5,path_1,0,P3,0.0
P3__P5__path_1,P3,P5,path_1,1,P5,2.924
P3__P6__path_1,P3,P6,path_1,0,P3,0.0
P3__P6__path_1,P3,P6,path_1,1,P6,5.066
P3__P7__path_1,P3,P7,path_1,0,P3,0.0
P3__P7__path_1,P3,P7,path_1,1,P7,6.57
P3__P8__path_1,P3,P8,path_1,0,P3,0.0
P3__P8__path_1,P3,P8,path_1,1,P8,7.08
P3__P9__path_1,P3,P9,path_1,0,P3,0.0
P3__P9__path_1,P3,P9,path_1,1,P9,3.573
P3__SORT1__path_1,P3,SORT1,path_1,0,P3,0.0
P3__SORT1__path_1,P3,SORT1,path_1,1,SORT1,7.811
P3__SORT2__path_1,P3,SORT2,path_1,0,P3,0.0
P3__SORT2__path_1,P3,SORT2,path_1,1,SORT2,7.624
P3__OUT1__path_1,P3,OUT1,path_1,0,P3,0.0
P3__OUT1__path_1,P3,OUT1,path_1,1,OUT1,10.194
P3__OUT2__path_1,P3,OUT2,path_1,0,P3,0.0
P3__OUT2__path_1,P3,OUT2,path_1,1,OUT2,9.366
P3__CHG1__path_1,P3,CHG1,path_1,0,P3,0.0
P3__CHG1__path_1,P3,CHG1,path_1,1,CHG1,6.318
P3__CHG2__path_1,P3,CHG2,path_1,0,P3,0.0
P3__CHG2__path_1,P3,CHG2,path_1,1,CHG2,8.86
P4__IN1__path_1,P4,IN1,path_1,0,P4,0.0
P4__IN1__path_1,P4,IN1,path_1,1,IN1,5.738
P4__IN2__path_1,P4,IN2,path_1,0,P4,0.0
P4__IN2__path_1,P4,IN2,path_1,1,IN2,7.018
P4__P1__path_1,P4,P1,path_1,0,P4,0.0
P4__P1__path_1,P4,P1,path_1,1,P1,2.89
P4__P2__path_1,P4,P2,path_1,0,P4,0.0
P4__P2__path_1,P4,P2,path_1,1,P2,1.29
P4__P3__path_1,P4,P3,path_1,0,P4,0.0
P4__P3__path_1,P4,P3,path_1,1,P3,4.438
P4__P5__path_1,P4,P5,path_1,0,P4,0.0
P4__P5__path_1,P4,P5,path_1,1,P5,3.324
P4__P6__path_1,P4,P6,path_1,0,P4,0.0
P4__P6__path_1,P4,P6,path_1,1,P6,6.48
P4__P7__path_1,P4,P7,path_1,0,P4,0.0
P4__P7__path_1,P4,P7,path_1,1,P7,3.249
P4__P8__path_1,P4,P8,path_1,0,P4,0.0
P4__P8__path_1,P4,P8,path_1,1,P8,6.124
P4__P9__path_1,P4,P9,path_1,0,P4,0.0
P4__P9__path_1,P4,P9,path_1,1,P9,4.338
P4__SORT1__path_1,P4,SORT1,path_1,0,P4,0.0
P4__SORT1__path_1,P4,SORT1,path_1,1,SORT1,6.338
P4__SORT2__path_1,P4,SORT2,path_1,0,P4,0.0
P4__SORT2__path_1,P4,SORT2,path_1,1,SORT2,7.59
P4__OUT1__path_1,P4,OUT1,path_1,0,P4,0.0
P4__OUT1__path_1,P4,OUT1,path_1,1,OUT1,8.321
P4__OUT2__path_1,P4,OUT2,path_1,0,P4,0.0
P4__OUT2__path_1,P4,OUT2,path_1,1,OUT2,9.15
P4__CHG1__path_1,P4,CHG1,path_1,0,P4,0.0
P4__CHG1__path_1,P4,CHG1,path_1,1,CHG1,4.656
P4__CHG2__path_1,P4,CHG2,path_1,0,P4,0.0
P4__CHG2__path_1,P4,CHG2,path_1,1,CHG2,4.949
P5__IN1__path_1,P5,IN1,path_1,0,P5,0.0
P5__IN1__path_1,P5,IN1,path_1,1,IN1,6.843
P5__IN2__path_1,P5,IN2,path_1,0,P5,0.0
P5__IN2__path_1,P5,IN2,path_1,1,IN2,5.973
P5__P1__path_1,P5,P1,path_1,0,P5,0.0
P5__P1__path_1,P5,P1,path_1,1,P1,4.956
P5__P2__path_1,P5,P2,path_1,0,P5,0.0
P5__P2__path_1,P5,P2,path_1,1,P2,2.531
P5__P3__path_1,P5,P3,path_1,0,P5,0.0
P5__P3__path_1,P5,P3,path_1,1,P3,2.924
P5__P4__path_1,P5,P4,path_1,0,P5,0.0
P5__P4__path_1,P5,P4,path_1,1,P4,3.324
P5__P6__path_1,P5,P6,path_1,0,P5,0.0
P5__P6__path_1,P5,P6,path_1,1,P6,3.449
P5__P7__path_1,P5,P7,path_1,0,P5,0.0
P5__P7__path_1,P5,P7,path_1,1,P7,4.114
P5__P8__path_1,P5,P8,path_1,0,P5,0.0
P5__P8__path_1,P5,P8,path_1,1,P8,4.156
P5__P9__path_1,P5,P9,path_1,0,P5,0.0
P5__P9__path_1,P5,P9,path_1,1,P9,1.249
P5__SORT1__path_1,P5,SORT1,path_1,0,P5,0.0
P5__SORT1__path_1,P5,SORT1,path_1,1,SORT1,4.887
P5__SORT2__path_1,P5,SORT2,path_1,0,P5,0.0
P5__SORT2__path_1,P5,SORT2,path_1,1,SORT2,4.7
P5__OUT1__path_1,P5,OUT1,path_1,0,P5,0.0
P5__OUT1__path_1,P5,OUT1,path_1,1,OUT1,7.27
P5__OUT2__path_1,P5,OUT2,path_1,0,P5,0.0
P5__OUT2__path_1,P5,OUT2,path_1,1,OUT2,6.441
P5__CHG1__path_1,P5,CHG1,path_1,0,P5,0.0
P5__CHG1__path_1,P5,CHG1,path_1,1,CHG1,6.725
P5__CHG2__path_1,P5,CHG2,path_1,0,P5,0.0
P5__CHG2__path_1,P5,CHG2,path_1,1,CHG2,6.404
P6__IN1__path_1,P6,IN1,path_1,0,P6,0.0
P6__IN1__path_1,P6,IN1,path_1,1,IN1,9.94
P6__IN2__path_1,P6,IN2,path_1,0,P6,0.0
P6__IN2__path_1,P6,IN2,path_1,1,IN2,8.48
P6__P1__path_1,P6,P1,path_1,0,P6,0.0
P6__P1__path_1,P6,P1,path_1,1,P1,8.053
P6__P2__path_1,P6,P2,path_1,0,P6,0.0
P6__P2__path_1,P6,P2,path_1,1,P2,5.687
P6__P3__path_1,P6,P3,path_1,0,P6,0.0
P6__P3__path_1,P6,P3,path_1,1,P3,5.066
P6__P4__path_1,P6,P4,path_1,0,P6,0.0
P6__P4__path_1,P6,P4,path_1,1,P4,6.48
P6__P5__path_1,P6,P5,path_1,0,P6,0.0
P6__P5__path_1,P6,P5,path_1,1,P5,3.449
P6__P7__path_1,P6,P7,path_1,0,P6,0.0
P6__P7__path_1,P6,P7,path_1,1,P7,6.48
P6__P8__path_1,P6,P8,path_1,0,P6,0.0
P6__P8__path_1,P6,P8,path_1,1,P8,3.59
P6__P9__path_1,P6,P9,path_1,0,P6,0.0
P6__P9__path_1,P6,P9,path_1,1,P9,2.2
P6__SORT1__path_1,P6,SORT1,path_1,0,P6,0.0
P6__SORT1__path_1,P6,SORT1,path_1,1,SORT1,4.204
P6__SORT2__path_1,P6,SORT2,path_1,0,P6,0.0
P6__SORT2__path_1,P6,SORT2,path_1,1,SORT2,3.021
P6__OUT1__path_1,P6,OUT1,path_1,0,P6,0.0
P6__OUT1__path_1,P6,OUT1,path_1,1,OUT1,5.591
P6__OUT2__path_1,P6,OUT2,path_1,0,P6,0.0
P6__OUT2__path_1,P6,OUT2,path_1,1,OUT2,4.763
P6__CHG1__path_1,P6,CHG1,path_1,0,P6,0.0
P6__CHG1__path_1,P6,CHG1,path_1,1,CHG1,9.823
P6__CHG2__path_1,P6,CHG2,path_1,0,P6,0.0
P6__CHG2__path_1,P6,CHG2,path_1,1,CHG2,6.014
P7__IN1__path_1,P7,IN1,path_1,0,P7,0.0
P7__IN1__path_1,P7,IN1,path_1,1,IN1,7.797
P7__IN2__path_1,P7,IN2,path_1,0,P7,0.0
P7__IN2__path_1,P7,IN2,path_1,1,IN2,9.443
P7__P1__path_1,P7,P1,path_1,0,P7,0.0
P7__P1__path_1,P7,P1,path_1,1,P1,4.949
P7__P2__path_1,P7,P2,path_1,0,P7,0.0
P7__P2__path_1,P7,P2,path_1,1,P2,4.314
P7__P3__path_1,P7,P3,path_1,0,P7,0.0
P7__P3__path_1,P7,P3,path_1,1,P3,6.57
P7__P4__path_1,P7,P4,path_1,0,P7,0.0
P7__P4__path_1,P7,P4,path_1,1,P4,3.249
P7__P5__path_1,P7,P5,path_1,0,P7,0.0
P7__P5__path_1,P7,P5,path_1,1,P5,4.114
P7__P6__path_1,P7,P6,path_1,0,P7,0.0
P7__P6__path_1,P7,P6,path_1,1,P6,6.48
P7__P8__path_1,P7,P8,path_1,0,P7,0.0
P7__P8__path_1,P7,P8,path_1,1,P8,3.383
P7__P9__path_1,P7,P9,path_1,0,P7,0.0
P7__P9__path_1,P7,P9,path_1,1,P9,4.573
P7__SORT1__path_1,P7,SORT1,path_1,0,P7,0.0
P7__SORT1__path_1,P7,SORT1,path_1,1,SORT1,3.597
P7__SORT2__path_1,P7,SORT2,path_1,0,P7,0.0
P7__SORT2__path_1,P7,SORT2,path_1,1,SORT2,5.746
P7__OUT1__path_1,P7,OUT1,path_1,0,P7,0.0
P7__OUT1__path_1,P7,OUT1,path_1,1,OUT1,5.58
P7__OUT2__path_1,P7,OUT2,path_1,0,P7,0.0
P7__OUT2__path_1,P7,OUT2,path_1,1,OUT2,6.408
P7__CHG1__path_1,P7,CHG1,path_1,0,P7,0.0
P7__CHG1__path_1,P7,CHG1,path_1,1,CHG1,6.714
P7__CHG2__path_1,P7,CHG2,path_1,0,P7,0.0
P7__CHG2__path_1,P7,CHG2,path_1,1,CHG2,2.29
P8__IN1__path_1,P8,IN1,path_1,0,P8,0.0
P8__IN1__path_1,P8,IN1,path_1,1,IN1,10.673
P8__IN2__path_1,P8,IN2,path_1,0,P8,0.0
P8__IN2__path_1,P8,IN2,path_1,1,IN2,10.128
P8__P1__path_1,P8,P1,path_1,0,P8,0.0
P8__P1__path_1,P8,P1,path_1,1,P1,7.824
P8__P2__path_1,P8,P2,path_1,0,P8,0.0
P8__P2__path_1,P8,P2,path_1,1,P2,6.297
P8__P3__path_1,P8,P3,path_1,0,P8,0.0
P8__P3__path_1,P8,P3,path_1,1,P3,7.08
P8__P4__path_1,P8,P4,path_1,0,P8,0.0
P8__P4__path_1,P8,P4,path_1,1,P4,6.124
P8__P5__path_1,P8,P5,path_1,0,P8,0.0
P8__P5__path_1,P8,P5,path_1,1,P5,4.156
P8__P6__path_1,P8,P6,path_1,0,P8,0.0
P8__P6__path_1,P8,P6,path_1,1,P6,3.59
P8__P7__path_1,P8,P7,path_1,0,P8,0.0
P8__P7__path_1,P8,P7,path_1,1,P7,3.383
P8__P9__path_1,P8,P9,path_1,0,P8,0.0
P8__P9__path_1,P8,P9,path_1,1,P9,4.438
P8__SORT1__path_1,P8,SORT1,path_1,0,P8,0.0
P8__SORT1__path_1,P8,SORT1,path_1,1,SORT1,1.083
P8__SORT2__path_1,P8,SORT2,path_1,0,P8,0.0
P8__SORT2__path_1,P8,SORT2,path_1,1,SORT2,2.363
P8__OUT1__path_1,P8,OUT1,path_1,0,P8,0.0
P8__OUT1__path_1,P8,OUT1,path_1,1,OUT1,3.466
P8__OUT2__path_1,P8,OUT2,path_1,0,P8,0.0
P8__OUT2__path_1,P8,OUT2,path_1,1,OUT2,3.963
P8__CHG1__path_1,P8,CHG1,path_1,0,P8,0.0
P8__CHG1__path_1,P8,CHG1,path_1,1,CHG1,9.59
P8__CHG2__path_1,P8,CHG2,path_1,0,P8,0.0
P8__CHG2__path_1,P8,CHG2,path_1,1,CHG2,2.424
P9__IN1__path_1,P9,IN1,path_1,0,P9,0.0
P9__IN1__path_1,P9,IN1,path_1,1,IN1,7.857
P9__IN2__path_1,P9,IN2,path_1,0,P9,0.0
P9__IN2__path_1,P9,IN2,path_1,1,IN2,6.738
P9__P1__path_1,P9,P1,path_1,0,P9,0.0
P9__P1__path_1,P9,P1,path_1,1,P1,5.97
P9__P2__path_1,P9,P2,path_1,0,P9,0.0
P9__P2__path_1,P9,P2,path_1,1,P2,3.546
P9__P3__path_1,P9,P3,path_1,0,P9,0.0
P9__P3__path_1,P9,P3,path_1,1,P3,3.573
P9__P4__path_1,P9,P4,path_1,0,P9,0.0
P9__P4__path_1,P9,P4,path_1,1,P4,4.338
P9__P5__path_1,P9,P5,path_1,0,P9,0.0
P9__P5__path_1,P9,P5,path_1,1,P5,1.249
P9__P6__path_1,P9,P6,path_1,0,P9,0.0
P9__P6__path_1,P9,P6,path_1,1,P6,2.2
P9__P7__path_1,P9,P7,path_1,0,P9,0.0
P9__P7__path_1,P9,P7,path_1,1,P7,4.573
P9__P8__path_1,P9,P8,path_1,0,P9,0.0
P9__P8__path_1,P9,P8,path_1,1,P8,4.438
P9__SORT1__path_1,P9,SORT1,path_1,0,P9,0.0
P9__SORT1__path_1,P9,SORT1,path_1,1,SORT1,5.17
P9__SORT2__path_1,P9,SORT2,path_1,0,P9,0.0
P9__SORT2__path_1,P9,SORT2,path_1,1,SORT2,4.983
P9__OUT1__path_1,P9,OUT1,path_1,0,P9,0.0
P9__OUT1__path_1,P9,OUT1,path_1,1,OUT1,7.553
P9__OUT2__path_1,P9,OUT2,path_1,0,P9,0.0
P9__OUT2__path_1,P9,OUT2,path_1,1,OUT2,6.724
P9__CHG1__path_1,P9,CHG1,path_1,0,P9,0.0
P9__CHG1__path_1,P9,CHG1,path_1,1,CHG1,7.74
P9__CHG2__path_1,P9,CHG2,path_1,0,P9,0.0
P9__CHG2__path_1,P9,CHG2,path_1,1,CHG2,6.863
SORT1__IN1__path_1,SORT1,IN1,path_1,0,SORT1,0.0
SORT1__IN1__path_1,SORT1,IN1,path_1,1,IN1,10.887
SORT1__IN2__path_1,SORT1,IN2,path_1,0,SORT1,0.0
SORT1__IN2__path_1,SORT1,IN2,path_1,1,IN2,10.86
SORT1__P1__path_1,SORT1,P1,path_1,0,SORT1,0.0
SORT1__P1__path_1,SORT1,P1,path_1,1,P1,8.038
SORT1__P2__path_1,SORT1,P2,path_1,0,SORT1,0.0
SORT1__P2__path_1,SORT1,P2,path_1,1,P2,7.028
SORT1__P3__path_1,SORT1,P3,path_1,0,SORT1,0.0
SORT1__P3__path_1,SORT1,P3,path_1,1,P3,7.811
SORT1__P4__path_1,SORT1,P4,path_1,0,SORT1,0.0
SORT1__P4__path_1,SORT1,P4,path_1,1,P4,6.338
SORT1__P5__path_1,SORT1,P5,path_1,0,SORT1,0.0
SORT1__P5__path_1,SORT1,P5,path_1,1,P5,4.887
SORT1__P6__path_1,SORT1,P6,path_1,0,SORT1,0.0
SORT1__P6__path_1,SORT1,P6,path_1,1,P6,4.204
SORT1__P7__path_1,SORT1,P7,path_1,0,SORT1,0.0
SORT1__P7__path_1,SORT1,P7,path_1,1,P7,3.597
SORT1__P8__path_1,SORT1,P8,path_1,0,SORT1,0.0
SORT1__P8__path_1,SORT1,P8,path_1,1,P8,1.083
SORT1__P9__path_1,SORT1,P9,path_1,0,SORT1,0.0
SORT1__P9__path_1,SORT1,P9,path_1,1,P9,5.17
SORT1__SORT2__path_1,SORT1,SORT2,path_1,0,SORT1,0.0
SORT1__SORT2__path_1,SORT1,SORT2,path_1,1,SORT2,2.149
SORT1__OUT1__path_1,SORT1,OUT1,path_1,0,SORT1,0.0
SORT1__OUT1__path_1,SORT1,OUT1,path_1,1,OUT1,2.383
SORT1__OUT2__path_1,SORT1,OUT2,path_1,0,SORT1,0.0
SORT1__OUT2__path_1,SORT1,OUT2,path_1,1,OUT2,3.046
SORT1__CHG1__path_1,SORT1,CHG1,path_1,0,SORT1,0.0
SORT1__CHG1__path_1,SORT1,CHG1,path_1,1,CHG1,9.804
SORT1__CHG2__path_1,SORT1,CHG2,path_1,0,SORT1,0.0
SORT1__CHG2__path_1,SORT1,CHG2,path_1,1,CHG2,2.39
SORT2__IN1__path_1,SORT2,IN1,path_1,0,SORT2,0.0
SORT2__IN1__path_1,SORT2,IN1,path_1,1,IN1,11.543
SORT2__IN2__path_1,SORT2,IN2,path_1,0,SORT2,0.0
SORT2__IN2__path_1,SORT2,IN2,path_1,1,IN2,10.673
SORT2__P1__path_1,SORT2,P1,path_1,0,SORT2,0.0
SORT2__P1__path_1,SORT2,P1,path_1,1,P1,9.656
SORT2__P2__path_1,SORT2,P2,path_1,0,SORT2,0.0
SORT2__P2__path_1,SORT2,P2,path_1,1,P2,7.173
SORT2__P3__path_1,SORT2,P3,path_1,0,SORT2,0.0
SORT2__P3__path_1,SORT2,P3,path_1,1,P3,7.624
SORT2__P4__path_1,SORT2,P4,path_1,0,SORT2,0.0
SORT2__P4__path_1,SORT2,P4,path_1,1,P4,7.59
SORT2__P5__path_1,SORT2,P5,path_1,0,SORT2,0.0
SORT2__P5__path_1,SORT2,P5,path_1,1,P5,4.7
SORT2__P6__path_1,SORT2,P6,path_1,0,SORT2,0.0
SORT2__P6__path_1,SORT2,P6,path_1,1,P6,3.021
SORT2__P7__path_1,SORT2,P7,path_1,0,SORT2,0.0
SORT2__P7__path_1,SORT2,P7,path_1,1,P7,5.746
SORT2__P8__path_1,SORT2,P8,path_1,0,SORT2,0.0
SORT2__P8__path_1,SORT2,P8,path_1,1,P8,2.363
SORT2__P9__path_1,SORT2,P9,path_1,0,SORT2,0.0
SORT2__P9__path_1,SORT2,P9,path_1,1,P9,4.983
SORT2__SORT1__path_1,SORT2,SORT1,path_1,0,SORT2,0.0
SORT2__SORT1__path_1,SORT2,SORT1,path_1,1,SORT1,2.149
SORT2__OUT1__path_1,SORT2,OUT1,path_1,0,SORT2,0.0
SORT2__OUT1__path_1,SORT2,OUT1,path_1,1,OUT1,2.804
SORT2__OUT2__path_1,SORT2,OUT2,path_1,0,SORT2,0.0
SORT2__OUT2__path_1,SORT2,OUT2,path_1,1,OUT2,1.741
SORT2__CHG1__path_1,SORT2,CHG1,path_1,0,SORT2,0.0
SORT2__CHG1__path_1,SORT2,CHG1,path_1,1,CHG1,11.425
SORT2__CHG2__path_1,SORT2,CHG2,path_1,0,SORT2,0.0
SORT2__CHG2__path_1,SORT2,CHG2,path_1,1,CHG2,4.538
OUT1__IN1__path_1,OUT1,IN1,path_1,0,OUT1,0.0
OUT1__IN1__path_1,OUT1,IN1,path_1,1,IN1,12.87
OUT1__IN2__path_1,OUT1,IN2,path_1,0,OUT1,0.0
OUT1__IN2__path_1,OUT1,IN2,path_1,1,IN2,13.243
OUT1__P1__path_1,OUT1,P1,path_1,0,OUT1,0.0
OUT1__P1__path_1,OUT1,P1,path_1,1,P1,10.021
OUT1__P2__path_1,OUT1,P2,path_1,0,OUT1,0.0
OUT1__P2__path_1,OUT1,P2,path_1,1,P2,9.411
OUT1__P3__path_1,OUT1,P3,path_1,0,OUT1,0.0
OUT1__P3__path_1,OUT1,P3,path_1,1,P3,10.194
OUT1__P4__path_1,OUT1,P4,path_1,0,OUT1,0.0
OUT1__P4__path_1,OUT1,P4,path_1,1,P4,8.321
OUT1__P5__path_1,OUT1,P5,path_1,0,OUT1,0.0
OUT1__P5__path_1,OUT1,P5,path_1,1,P5,7.27
