path_uid,from_node,to_node,path_id,rank_by_total,algorithm,node_sequence,edge_sequence,edge_occupancy_offset,node_occupancy_offset,distance,travel_time,turn_count,turn_cost,risk_cost,narrow_count,dynamic_count,lockable_count,bottleneck_capacity,total_cost
SORT2__IN1__path_4,SORT2,IN1,path_4,4,dijkstra_time,SORT2->P8->P5->P2->J2->J1->IN1,e22->e16->e11->e06->e03->e01,e22@0-3;e16@3-5;e11@5-7;e06@7-9;e03@9-11;e01@11-13,SORT2@0;P8@3;P5@5;P2@7;J2@9;J1@11;IN1@13,12.2,13.0,3,1.5,11.0,2,1,1,1,30.5
SORT2__IN2__path_1,SORT2,IN2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT2->P9->P6->P3->J3->IN2,e23->e17->e12->e07->e02,e23@0-3;e17@3-5;e12@5-7;e07@7-9;e02@9-11,SORT2@0;P9@3;P6@5;P3@7;J3@9;IN2@11,10.2,11.0,1,0.5,6.0,1,0,0,1,18.5
SORT2__IN2__path_2,SORT2,IN2,path_2,2,k_shortest_total,SORT2->P8->P9->P6->P3->J3->IN2,e22->e19->e17->e12->e07->e02,e22@0-3;e19@3-5;e17@5-7;e12@7-9;e07@9-11;e02@11-13,SORT2@0;P8@3;P9@5;P6@7;P3@9;J3@11;IN2@13,12.2,13.0,2,1.0,7.0,1,0,0,1,22.0
SORT2__IN2__path_3,SORT2,IN2,path_3,3,k_shortest_total,SORT2->P9->P6->P5->P2->P3->J3->IN2,e23->e17->e14->e11->e09->e07->e02,e23@0-3;e17@3-5;e14@5-7;e11@7-9;e09@9-11;e07@11-13;e02@13-15,SORT2@0;P9@3;P6@5;P5@7;P2@9;P3@11;J3@13;IN2@15,14.2,15.0,5,2.5,9.0,2,0,0,1,28.5
SORT2__P1__path_1,SORT2,P1,path_1,1,dijkstra_total+k_shortest_total,SORT2->P8->P7->P4->P1,e22->e18->e15->e10,e22@0-3;e18@3-5;e15@5-7;e10@7-9,SORT2@0;P8@3;P7@5;P4@7;P1@9,8.2,9.0,2,1.0,5.0,1,0,0,1,16.0
SORT2__P1__path_2,SORT2,P1,path_2,2,k_shortest_total,SORT2->P9->P6->P3->P2->P1,e23->e17->e12->e09->e08,e23@0-3;e17@3-5;e12@5-7;e09@7-9;e08@9-11,SORT2@0;P9@3;P6@5;P3@7;P2@9;P1@11,10.2,11.0,2,1.0,6.0,1,0,0,1,19.0
SORT2__P1__path_3,SORT2,P1,path_3,3,k_shortest_total,SORT2->P9->P8->P7->P4->P1,e23->e19->e18->e15->e10,e23@0-3;e19@3-5;e18@5-7;e15@7-9;e10@9-11,SORT2@0;P9@3;P8@5;P7@7;P4@9;P1@11,10.2,11.0,2,1.0,6.0,1,0,0,1,19.0
SORT2__P1__path_4,SORT2,P1,path_4,4,dijkstra_time,SORT2->P8->P5->P2->P1,e22->e16->e11->e08,e22@0-3;e16@3-5;e11@5-7;e08@7-9,SORT2@0;P8@3;P5@5;P2@7;P1@9,8.2,9.0,2,1.0,8.0,1,1,1,1,22.0
SORT2__P2__path_1,SORT2,P2,path_1,1,dijkstra_total+k_shortest_total,SORT2->P9->P6->P3->P2,e23->e17->e12->e09,e23@0-3;e17@3-5;e12@5-7;e09@7-9,SORT2@0;P9@3;P6@5;P3@7;P2@9,8.2,9.0,2,1.0,5.0,1,0,0,1,16.0
SORT2__P2__path_2,SORT2,P2,path_2,2,dijkstra_time+k_shortest_total,SORT2->P8->P5->P2,e22->e16->e11,e22@0-3;e16@3-5;e11@5-7,SORT2@0;P8@3;P5@5;P2@7,6.2,7.0,1,0.5,7.0,1,1,1,1,18.5
SORT2__P2__path_3,SORT2,P2,path_3,3,k_shortest_total,SORT2->P9->P6->P5->P2,e23->e17->e14->e11,e23@0-3;e17@3-5;e14@5-7;e11@7-9,SORT2@0;P9@3;P6@5;P5@7;P2@9,8.2,9.0,3,1.5,6.0,2,0,0,1,18.5
SORT2__P3__path_1,SORT2,P3,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT2->P9->P6->P3,e23->e17->e12,e23@0-3;e17@3-5;e12@5-7,SORT2@0;P9@3;P6@5;P3@7,6.2,7.0,1,0.5,4.0,1,0,0,1,12.5
SORT2__P3__path_2,SORT2,P3,path_2,2,k_shortest_total,SORT2->P8->P9->P6->P3,e22->e19->e17->e12,e22@0-3;e19@3-5;e17@5-7;e12@7-9,SORT2@0;P8@3;P9@5;P6@7;P3@9,8.2,9.0,2,1.0,5.0,1,0,0,1,16.0
SORT2__P3__path_3,SORT2,P3,path_3,3,k_shortest_total,SORT2->P9->P6->P5->P2->P3,e23->e17->e14->e11->e09,e23@0-3;e17@3-5;e14@5-7;e11@7-9;e09@9-11,SORT2@0;P9@3;P6@5;P5@7;P2@9;P3@11,10.2,11.0,4,2.0,7.0,2,0,0,1,22.0
SORT2__P4__path_1,SORT2,P4,path_1,1,dijkstra_total+k_shortest_total,SORT2->P8->P7->P4,e22->e18->e15,e22@0-3;e18@3-5;e15@5-7,SORT2@0;P8@3;P7@5;P4@7,6.2,7.0,2,1.0,3.0,0,0,0,2,11.0
SORT2__P4__path_2,SORT2,P4,path_2,2,k_shortest_total,SORT2->P9->P8->P7->P4,e23->e19->e18->e15,e23@0-3;e19@3-5;e18@5-7;e15@7-9,SORT2@0;P9@3;P8@5;P7@7;P4@9,8.2,9.0,2,1.0,4.0,0,0,0,2,14.0
SORT2__P4__path_3,SORT2,P4,path_3,3,k_shortest_total,SORT2->P8->SORT1->P7->P4,e22->e21->e20->e15,e22@0-3;e21@3-6;e20@6-9;e15@9-11,SORT2@0;P8@3;SORT1@6;P7@9;P4@11,8.6,11.0,3,1.5,4.0,0,0,0,2,16.5
SORT2__P4__path_4,SORT2,P4,path_4,4,dijkstra_time,SORT2->P8->P5->P4,e22->e16->e13,e22@0-3;e16@3-5;e13@5-7,SORT2@0;P8@3;P5@5;P4@7,6.2,7.0,2,1.0,7.0,1,1,1,1,19.0
SORT2__P5__path_1,SORT2,P5,path_1,1,dijkstra_total+k_shortest_total,SORT2->P9->P6->P5,e23->e17->e14,e23@0-3;e17@3-5;e14@5-7,SORT2@0;P9@3;P6@5;P5@7,6.2,7.0,2,1.0,4.0,1,0,0,1,13.0
SORT2__P5__path_2,SORT2,P5,path_2,2,dijkstra_time+k_shortest_total,SORT2->P8->P5,e22->e16,e22@0-3;e16@3-5,SORT2@0;P8@3;P5@5,4.2,5.0,1,0.5,5.0,0,1,1,1,13.5
SORT2__P5__path_3,SORT2,P5,path_3,3,k_shortest_total,SORT2->P8->P7->P4->P5,e22->e18->e15->e13,e22@0-3;e18@3-5;e15@5-7;e13@7-9,SORT2@0;P8@3;P7@5;P4@7;P5@9,8.2,9.0,3,1.5,5.0,1,0,0,1,16.5
SORT2__P6__path_1,SORT2,P6,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT2->P9->P6,e23->e17,e23@0-3;e17@3-5,SORT2@0;P9@3;P6@5,4.2,5.0,1,0.5,2.0,0,0,0,2,7.5
SORT2__P6__path_2,SORT2,P6,path_2,2,k_shortest_total,SORT2->P8->P9->P6,e22->e19->e17,e22@0-3;e19@3-5;e17@5-7,SORT2@0;P8@3;P9@5;P6@7,6.2,7.0,2,1.0,3.0,0,0,0,2,11.0
SORT2__P6__path_3,SORT2,P6,path_3,3,k_shortest_total,SORT2->P8->P5->P6,e22->e16->e14,e22@0-3;e16@3-5;e14@5-7,SORT2@0;P8@3;P5@5;P6@7,6.2,7.0,2,1.0,7.0,1,1,1,1,19.0
SORT2__P7__path_1,SORT2,P7,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT2->P8->P7,e22->e18,e22@0-3;e18@3-5,SORT2@0;P8@3;P7@5,4.2,5.0,1,0.5,2.0,0,0,0,2,7.5
SORT2__P7__path_2,SORT2,P7,path_2,2,k_shortest_total,SORT2->P9->P8->P7,e23->e19->e18,e23@0-3;e19@3-5;e18@5-7,SORT2@0;P9@3;P8@5;P7@7,6.2,7.0,1,0.5,3.0,0,0,0,2,10.5
SORT2__P7__path_3,SORT2,P7,path_3,3,k_shortest_total,SORT2->P8->SORT1->P7,e22->e21->e20,e22@0-3;e21@3-6;e20@6-9,SORT2@0;P8@3;SORT1@6;P7@9,6.6,9.0,2,1.0,3.0,0,0,0,2,13.0
SORT2__P8__path_1,SORT2,P8,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT2->P8,e22,e22@0-3,SORT2@0;P8@3,2.2,3.0,0,0.0,1.0,0,0,0,2,4.0
SORT2__P8__path_2,SORT2,P8,path_2,2,k_shortest_total,SORT2->P9->P8,e23->e19,e23@0-3;e19@3-5,SORT2@0;P9@3;P8@5,4.2,5.0,1,0.5,2.0,0,0,0,2,7.5
SORT2__P8__path_3,SORT2,P8,path_3,3,k_shortest_total,SORT2->P9->P6->P5->P8,e23->e17->e14->e16,e23@0-3;e17@3-5;e14@5-7;e16@7-9,SORT2@0;P9@3;P6@5;P5@7;P8@9,8.2,9.0,3,1.5,8.0,1,1,1,1,22.5
SORT2__P9__path_1,SORT2,P9,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT2->P9,e23,e23@0-3,SORT2@0;P9@3,2.2,3.0,0,0.0,1.0,0,0,0,2,4.0
SORT2__P9__path_2,SORT2,P9,path_2,2,k_shortest_total,SORT2->P8->P9,e22->e19,e22@0-3;e19@3-5,SORT2@0;P8@3;P9@5,4.2,5.0,1,0.5,2.0,0,0,0,2,7.5
SORT2__P9__path_3,SORT2,P9,path_3,3,k_shortest_total,SORT2->P8->P5->P6->P9,e22->e16->e14->e17,e22@0-3;e16@3-5;e14@5-7;e17@7-9,SORT2@0;P8@3;P5@5;P6@7;P9@9,8.2,9.0,3,1.5,8.0,1,1,1,1,22.5
SORT2__SORT1__path_1,SORT2,SORT1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT2->P8->SORT1,e22->e21,e22@0-3;e21@3-6,SORT2@0;P8@3;SORT1@6,4.4,6.0,1,0.5,2.0,0,0,0,2,8.5
SORT2__SORT1__path_2,SORT2,SORT1,path_2,2,k_shortest_total,SORT2->P9->P8->SORT1,e23->e19->e21,e23@0-3;e19@3-5;e21@5-8,SORT2@0;P9@3;P8@5;SORT1@8,6.4,8.0,2,1.0,3.0,0,0,0,2,12.0
SORT2__SORT1__path_3,SORT2,SORT1,path_3,3,k_shortest_total,SORT2->P8->P7->SORT1,e22->e18->e20,e22@0-3;e18@3-5;e20@5-8,SORT2@0;P8@3;P7@5;SORT1@8,6.4,8.0,2,1.0,3.0,0,0,0,2,12.0
SORT2__OUT1__path_1,SORT2,OUT1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT2->P8->SORT1->OUT1,e22->e21->e24,e22@0-3;e21@3-6;e24@6-8,SORT2@0;P8@3;SORT1@6;OUT1@8,6.4,8.0,2,1.0,3.0,0,0,0,1,12.0
SORT2__OUT1__path_2,SORT2,OUT1,path_2,2,k_shortest_total,SORT2->P9->P8->SORT1->OUT1,e23->e19->e21->e24,e23@0-3;e19@3-5;e21@5-8;e24@8-10,SORT2@0;P9@3;P8@5;SORT1@8;OUT1@10,8.4,10.0,3,1.5,4.0,0,0,0,1,15.5
SORT2__OUT1__path_3,SORT2,OUT1,path_3,3,k_shortest_total,SORT2->P8->P7->SORT1->OUT1,e22->e18->e20->e24,e22@0-3;e18@3-5;e20@5-8;e24@8-10,SORT2@0;P8@3;P7@5;SORT1@8;OUT1@10,8.4,10.0,3,1.5,4.0,0,0,0,1,15.5
SORT2__OUT2__path_1,SORT2,OUT2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT2->OUT2,e25,e25@0-2,SORT2@0;OUT2@2,2.0,2.0,0,0.0,1.0,0,0,0,1,3.0
SORT2__CHG1__path_1,SORT2,CHG1,path_1,1,dijkstra_total+k_shortest_total,SORT2->P8->P7->P4->P1->J1->CHG1,e22->e18->e15->e10->e05->e26,e22@0-3;e18@3-5;e15@5-7;e10@7-9;e05@9-11;e26@11-13,SORT2@0;P8@3;P7@5;P4@7;P1@9;J1@11;CHG1@13,11.6,13.0,3,1.5,7.0,1,0,0,1,22.5
SORT2__CHG1__path_2,SORT2,CHG1,path_2,2,k_shortest_total,SORT2->P9->P8->P7->P4->P1->J1->CHG1,e23->e19->e18->e15->e10->e05->e26,e23@0-3;e19@3-5;e18@5-7;e15@7-9;e10@9-11;e05@11-13;e26@13-15,SORT2@0;P9@3;P8@5;P7@7;P4@9;P1@11;J1@13;CHG1@15,13.6,15.0,3,1.5,8.0,1,0,0,1,25.5
SORT2__CHG1__path_3,SORT2,CHG1,path_3,3,k_shortest_total,SORT2->P9->P6->P3->J3->J2->J1->CHG1,e23->e17->e12->e07->e04->e03->e26,e23@0-3;e17@3-5;e12@5-7;e07@7-9;e04@9-11;e03@11-13;e26@13-15,SORT2@0;P9@3;P6@5;P3@7;J3@9;J2@11;J1@13;CHG1@15,13.6,15.0,3,1.5,8.0,1,0,0,1,25.5
SORT2__CHG1__path_4,SORT2,CHG1,path_4,4,dijkstra_time,SORT2->P8->P5->P2->J2->J1->CHG1,e22->e16->e11->e06->e03->e26,e22@0-3;e16@3-5;e11@5-7;e06@7-9;e03@9-11;e26@11-13,SORT2@0;P8@3;P5@5;P2@7;J2@9;J1@11;CHG1@13,11.6,13.0,3,1.5,11.0,2,1,1,1,30.5
SORT2__CHG2__path_1,SORT2,CHG2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT2->P8->P7->CHG2,e22->e18->e27,e22@0-3;e18@3-5;e27@5-7,SORT2@0;P8@3;P7@5;CHG2@7,5.6,7.0,2,1.0,3.0,0,0,0,1,11.0
SORT2__CHG2__path_2,SORT2,CHG2,path_2,2,k_shortest_total,SORT2->P9->P8->P7->CHG2,e23->e19->e18->e27,e23@0-3;e19@3-5;e18@5-7;e27@7-9,SORT2@0;P9@3;P8@5;P7@7;CHG2@9,7.6,9.0,2,1.0,4.0,0,0,0,1,14.0
SORT2__CHG2__path_3,SORT2,CHG2,path_3,3,k_shortest_total,SORT2->P8->SORT1->P7->CHG2,e22->e21->e20->e27,e22@0-3;e21@3-6;e20@6-9;e27@9-11,SORT2@0;P8@3;SORT1@6;P7@9;CHG2@11,8.0,11.0,3,1.5,4.0,0,0,0,1,16.5
CHG1__IN1__path_1,CHG1,IN1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG1->J1->IN1,e26->e01,e26@0-2;e01@2-4,CHG1@0;J1@2;IN1@4,3.4,4.0,1,0.5,2.0,0,0,0,1,6.5
CHG1__IN2__path_1,CHG1,IN2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG1->J1->J2->J3->IN2,e26->e03->e04->e02,e26@0-2;e03@2-4;e04@4-6;e02@6-8,CHG1@0;J1@2;J2@4;J3@6;IN2@8,7.4,8.0,2,1.0,4.0,0,0,0,1,13.0
CHG1__IN2__path_2,CHG1,IN2,path_2,2,k_shortest_total,CHG1->J1->P1->P2->P3->J3->IN2,e26->e05->e08->e09->e07->e02,e26@0-2;e05@2-4;e08@4-6;e09@6-8;e07@8-10;e02@10-12,CHG1@0;J1@2;P1@4;P2@6;P3@8;J3@10;IN2@12,11.4,12.0,3,1.5,6.0,0,0,0,1,19.5
CHG1__IN2__path_3,CHG1,IN2,path_3,3,k_shortest_total,CHG1->J1->J2->P2->P3->J3->IN2,e26->e03->e06->e09->e07->e02,e26@0-2;e03@2-4;e06@4-6;e09@6-8;e07@8-10;e02@10-12,CHG1@0;J1@2;J2@4;P2@6;P3@8;J3@10;IN2@12,11.4,12.0,4,2.0,7.0,1,0,0,1,22.0
CHG1__P1__path_1,CHG1,P1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG1->J1->P1,e26->e05,e26@0-2;e05@2-4,CHG1@0;J1@2;P1@4,3.4,4.0,1,0.5,2.0,0,0,0,1,6.5
CHG1__P1__path_2,CHG1,P1,path_2,2,k_shortest_total,CHG1->J1->J2->P2->P1,e26->e03->e06->e08,e26@0-2;e03@2-4;e06@4-6;e08@6-8,CHG1@0;J1@2;J2@4;P2@6;P1@8,7.4,8.0,3,1.5,5.0,1,0,0,1,15.5
CHG1__P1__path_3,CHG1,P1,path_3,3,k_shortest_total,CHG1->J1->J2->J3->P3->P2->P1,e26->e03->e04->e07->e09->e08,e26@0-2;e03@2-4;e04@4-6;e07@6-8;e09@8-10;e08@10-12,CHG1@0;J1@2;J2@4;J3@6;P3@8;P2@10;P1@12,11.4,12.0,3,1.5,6.0,0,0,0,1,19.5
CHG1__P2__path_1,CHG1,P2,path_1,1,dijkstra_total+k_shortest_total,CHG1->J1->P1->P2,e26->e05->e08,e26@0-2;e05@2-4;e08@4-6,CHG1@0;J1@2;P1@4;P2@6,5.4,6.0,2,1.0,3.0,0,0,0,1,10.0
CHG1__P2__path_2,CHG1,P2,path_2,2,dijkstra_time+k_shortest_total,CHG1->J1->J2->P2,e26->e03->e06,e26@0-2;e03@2-4;e06@4-6,CHG1@0;J1@2;J2@4;P2@6,5.4,6.0,2,1.0,4.0,1,0,0,1,12.0
CHG1__P2__path_3,CHG1,P2,path_3,3,k_shortest_total,CHG1->J1->J2->J3->P3->P2,e26->e03->e04->e07->e09,e26@0-2;e03@2-4;e04@4-6;e07@6-8;e09@8-10,CHG1@0;J1@2;J2@4;J3@6;P3@8;P2@10,9.4,10.0,3,1.5,5.0,0,0,0,1,16.5
CHG1__P3__path_1,CHG1,P3,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG1->J1->J2->J3->P3,e26->e03->e04->e07,e26@0-2;e03@2-4;e04@4-6;e07@6-8,CHG1@0;J1@2;J2@4;J3@6;P3@8,7.4,8.0,2,1.0,4.0,0,0,0,1,13.0
CHG1__P3__path_2,CHG1,P3,path_2,2,k_shortest_total,CHG1->J1->P1->P2->P3,e26->e05->e08->e09,e26@0-2;e05@2-4;e08@4-6;e09@6-8,CHG1@0;J1@2;P1@4;P2@6;P3@8,7.4,8.0,2,1.0,4.0,0,0,0,1,13.0
CHG1__P3__path_3,CHG1,P3,path_3,3,k_shortest_total,CHG1->J1->J2->P2->P3,e26->e03->e06->e09,e26@0-2;e03@2-4;e06@4-6;e09@6-8,CHG1@0;J1@2;J2@4;P2@6;P3@8,7.4,8.0,3,1.5,5.0,1,0,0,1,15.5
CHG1__P4__path_1,CHG1,P4,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG1->J1->P1->P4,e26->e05->e10,e26@0-2;e05@2-4;e10@4-6,CHG1@0;J1@2;P1@4;P4@6,5.4,6.0,1,0.5,4.0,1,0,0,1,11.5
CHG1__P4__path_2,CHG1,P4,path_2,2,k_shortest_total,CHG1->J1->J2->P2->P1->P4,e26->e03->e06->e08->e10,e26@0-2;e03@2-4;e06@4-6;e08@6-8;e10@8-10,CHG1@0;J1@2;J2@4;P2@6;P1@8;P4@10,9.4,10.0,4,2.0,7.0,2,0,0,1,21.0
CHG1__P4__path_3,CHG1,P4,path_3,3,k_shortest_total,CHG1->J1->P1->P2->P5->P4,e26->e05->e08->e11->e13,e26@0-2;e05@2-4;e08@4-6;e11@6-8;e13@8-10,CHG1@0;J1@2;P1@4;P2@6;P5@8;P4@10,9.4,10.0,4,2.0,7.0,2,0,0,1,21.0
CHG1__P5__path_1,CHG1,P5,path_1,1,dijkstra_total+k_shortest_total,CHG1->J1->P1->P2->P5,e26->e05->e08->e11,e26@0-2;e05@2-4;e08@4-6;e11@6-8,CHG1@0;J1@2;P1@4;P2@6;P5@8,7.4,8.0,3,1.5,5.0,1,0,0,1,15.5
CHG1__P5__path_2,CHG1,P5,path_2,2,dijkstra_time+k_shortest_total,CHG1->J1->J2->P2->P5,e26->e03->e06->e11,e26@0-2;e03@2-4;e06@4-6;e11@6-8,CHG1@0;J1@2;J2@4;P2@6;P5@8,7.4,8.0,2,1.0,6.0,2,0,0,1,17.0
CHG1__P5__path_3,CHG1,P5,path_3,3,k_shortest_total,CHG1->J1->P1->P4->P5,e26->e05->e10->e13,e26@0-2;e05@2-4;e10@4-6;e13@6-8,CHG1@0;J1@2;P1@4;P4@6;P5@8,7.4,8.0,2,1.0,6.0,2,0,0,1,17.0
CHG1__P6__path_1,CHG1,P6,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG1->J1->J2->J3->P3->P6,e26->e03->e04->e07->e12,e26@0-2;e03@2-4;e04@4-6;e07@6-8;e12@8-10,CHG1@0;J1@2;J2@4;J3@6;P3@8;P6@10,9.4,10.0,2,1.0,6.0,1,0,0,1,18.0
CHG1__P6__path_2,CHG1,P6,path_2,2,k_shortest_total,CHG1->J1->P1->P2->P3->P6,e26->e05->e08->e09->e12,e26@0-2;e05@2-4;e08@4-6;e09@6-8;e12@8-10,CHG1@0;J1@2;P1@4;P2@6;P3@8;P6@10,9.4,10.0,3,1.5,6.0,1,0,0,1,18.5
CHG1__P6__path_3,CHG1,P6,path_3,3,k_shortest_total,CHG1->J1->J2->P2->P3->P6,e26->e03->e06->e09->e12,e26@0-2;e03@2-4;e06@4-6;e09@6-8;e12@8-10,CHG1@0;J1@2;J2@4;P2@6;P3@8;P6@10,9.4,10.0,4,2.0,7.0,2,0,0,1,21.0
CHG1__P7__path_1,CHG1,P7,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG1->J1->P1->P4->P7,e26->e05->e10->e15,e26@0-2;e05@2-4;e10@4-6;e15@6-8,CHG1@0;J1@2;P1@4;P4@6;P7@8,7.4,8.0,1,0.5,5.0,1,0,0,1,14.5
CHG1__P7__path_2,CHG1,P7,path_2,2,k_shortest_total,CHG1->J1->J2->P2->P1->P4->P7,e26->e03->e06->e08->e10->e15,e26@0-2;e03@2-4;e06@4-6;e08@6-8;e10@8-10;e15@10-12,CHG1@0;J1@2;J2@4;P2@6;P1@8;P4@10;P7@12,11.4,12.0,4,2.0,8.0,2,0,0,1,24.0
CHG1__P7__path_3,CHG1,P7,path_3,3,k_shortest_total,CHG1->J1->P1->P2->P5->P4->P7,e26->e05->e08->e11->e13->e15,e26@0-2;e05@2-4;e08@4-6;e11@6-8;e13@8-10;e15@10-12,CHG1@0;J1@2;P1@4;P2@6;P5@8;P4@10;P7@12,11.4,12.0,5,2.5,8.0,2,0,0,1,24.5
CHG1__P8__path_1,CHG1,P8,path_1,1,dijkstra_total+k_shortest_total,CHG1->J1->P1->P4->P7->P8,e26->e05->e10->e15->e18,e26@0-2;e05@2-4;e10@4-6;e15@6-8;e18@8-10,CHG1@0;J1@2;P1@4;P4@6;P7@8;P8@10,9.4,10.0,2,1.0,6.0,1,0,0,1,18.0
CHG1__P8__path_2,CHG1,P8,path_2,2,k_shortest_total,CHG1->J1->P1->P4->P7->SORT1->P8,e26->e05->e10->e15->e20->e21,e26@0-2;e05@2-4;e10@4-6;e15@6-8;e20@8-11;e21@11-14,CHG1@0;J1@2;P1@4;P4@6;P7@8;SORT1@11;P8@14,11.8,14.0,3,1.5,7.0,1,0,0,1,23.5
CHG1__P8__path_3,CHG1,P8,path_3,3,k_shortest_total,CHG1->J1->J2->J3->P3->P6->P9->P8,e26->e03->e04->e07->e12->e17->e19,e26@0-2;e03@2-4;e04@4-6;e07@6-8;e12@8-10;e17@10-12;e19@12-14,CHG1@0;J1@2;J2@4;J3@6;P3@8;P6@10;P9@12;P8@14,13.4,14.0,3,1.5,8.0,1,0,0,1,24.5
CHG1__P8__path_4,CHG1,P8,path_4,4,dijkstra_time,CHG1->J1->J2->P2->P5->P8,e26->e03->e06->e11->e16,e26@0-2;e03@2-4;e06@4-6;e11@6-8;e16@8-10,CHG1@0;J1@2;J2@4;P2@6;P5@8;P8@10,9.4,10.0,2,1.0,10.0,2,1,1,1,26.0
CHG1__P9__path_1,CHG1,P9,path_1,1,dijkstra_time+k_shortest_total,CHG1->J1->J2->J3->P3->P6->P9,e26->e03->e04->e07->e12->e17,e26@0-2;e03@2-4;e04@4-6;e07@6-8;e12@8-10;e17@10-12,CHG1@0;J1@2;J2@4;J3@6;P3@8;P6@10;P9@12,11.4,12.0,2,1.0,7.0,1,0,0,1,21.0
CHG1__P9__path_2,CHG1,P9,path_2,2,dijkstra_total+k_shortest_total,CHG1->J1->P1->P4->P7->P8->P9,e26->e05->e10->e15->e18->e19,e26@0-2;e05@2-4;e10@4-6;e15@6-8;e18@8-10;e19@10-12,CHG1@0;J1@2;P1@4;P4@6;P7@8;P8@10;P9@12,11.4,12.0,2,1.0,7.0,1,0,0,1,21.0
CHG1__P9__path_3,CHG1,P9,path_3,3,k_shortest_total,CHG1->J1->P1->P2->P3->P6->P9,e26->e05->e08->e09->e12->e17,e26@0-2;e05@2-4;e08@4-6;e09@6-8;e12@8-10;e17@10-12,CHG1@0;J1@2;P1@4;P2@6;P3@8;P6@10;P9@12,11.4,12.0,3,1.5,7.0,1,0,0,1,21.5
CHG1__SORT1__path_1,CHG1,SORT1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG1->J1->P1->P4->P7->SORT1,e26->e05->e10->e15->e20,e26@0-2;e05@2-4;e10@4-6;e15@6-8;e20@8-11,CHG1@0;J1@2;P1@4;P4@6;P7@8;SORT1@11,9.6,11.0,2,1.0,6.0,1,0,0,1,19.0
CHG1__SORT1__path_2,CHG1,SORT1,path_2,2,k_shortest_total,CHG1->J1->P1->P4->P7->P8->SORT1,e26->e05->e10->e15->e18->e21,e26@0-2;e05@2-4;e10@4-6;e15@6-8;e18@8-10;e21@10-13,CHG1@0;J1@2;P1@4;P4@6;P7@8;P8@10;SORT1@13,11.6,13.0,3,1.5,7.0,1,0,0,1,22.5
CHG1__SORT1__path_3,CHG1,SORT1,path_3,3,k_shortest_total,CHG1->J1->J2->P2->P1->P4->P7->SORT1,e26->e03->e06->e08->e10->e15->e20,e26@0-2;e03@2-4;e06@4-6;e08@6-8;e10@8-10;e15@10-12;e20@12-15,CHG1@0;J1@2;J2@4;P2@6;P1@8;P4@10;P7@12;SORT1@15,13.6,15.0,5,2.5,9.0,2,0,0,1,28.5
CHG1__SORT2__path_1,CHG1,SORT2,path_1,1,dijkstra_total+k_shortest_total,CHG1->J1->P1->P4->P7->P8->SORT2,e26->e05->e10->e15->e18->e22,e26@0-2;e05@2-4;e10@4-6;e15@6-8;e18@8-10;e22@10-13,CHG1@0;J1@2;P1@4;P4@6;P7@8;P8@10;SORT2@13,11.6,13.0,3,1.5,7.0,1,0,0,1,22.5
CHG1__SORT2__path_2,CHG1,SORT2,path_2,2,k_shortest_total,CHG1->J1->J2->J3->P3->P6->P9->SORT2,e26->e03->e04->e07->e12->e17->e23,e26@0-2;e03@2-4;e04@4-6;e07@6-8;e12@8-10;e17@10-12;e23@12-15,CHG1@0;J1@2;J2@4;J3@6;P3@8;P6@10;P9@12;SORT2@15,13.6,15.0,3,1.5,8.0,1,0,0,1,25.5
CHG1__SORT2__path_3,CHG1,SORT2,path_3,3,k_shortest_total,CHG1->J1->P1->P2->P3->P6->P9->SORT2,e26->e05->e08->e09->e12->e17->e23,e26@0-2;e05@2-4;e08@4-6;e09@6-8;e12@8-10;e17@10-12;e23@12-15,CHG1@0;J1@2;P1@4;P2@6;P3@8;P6@10;P9@12;SORT2@15,13.6,15.0,4,2.0,8.0,1,0,0,1,26.0
CHG1__SORT2__path_4,CHG1,SORT2,path_4,4,dijkstra_time,CHG1->J1->J2->P2->P5->P8->SORT2,e26->e03->e06->e11->e16->e22,e26@0-2;e03@2-4;e06@4-6;e11@6-8;e16@8-10;e22@10-13,CHG1@0;J1@2;J2@4;P2@6;P5@8;P8@10;SORT2@13,11.6,13.0,3,1.5,11.0,2,1,1,1,30.5
